key_film;TITRE;AUTEUR;nbEmprunt;annee_tournage;type_tournage;imdbid;year;rating
9437;huang tudi (yellow earth);;;;;0087433;1985;0
8790;supremes;audrey estrougo;;2020;long metrage;;;
9438;almost christmas;;;;;4649416;2016;3
9439;tropical malady;;;;;0381668;2004;0
9440;man with the golden gun, the;;;;;0071807;1974;1
9441;little hours, the;;;;;5666304;2017;3
9442;miracle on 34th street;;;;;0110527;1994;3
9443;legends of oz: dorothy's return;;;;;0884726;2013;3
9444;standing ovation;;;;;1303803;2010;3
9445;evita;;;;;0116250;1996;3
9446;life of riley;;;;;2751390;2014;2
9447;l odyssaee de pi;lee, ang;212;;;;;
9448;dragonslayer;;;;;0082288;1981;1
9449;box, the;;;;;0362478;2009;3
9450;les enfants loups : ame & yuki;hosoda, mamoru;1712;;;;;
9451;rambo: first blood part ii;;;;;0089880;1985;0
9452;last dragon, the;;;;;0089461;1985;3
9453;atrapa la bandera [capture the flag];;;;;3896100;2015;1
9454;penelope;;;;;0472160;2006;3
8345;leo mattei/14 et 15;nicolas herdt;;2016;serie tv;;;
9455;my queen karo;;;;;1272041;2009;3
9456;soul food;;;;;0120169;1997;3
9457;vernon subutex. saison 1, intaegrale;verney, cathy;74;;;;;
9458;and then came lola;;;;;1123894;2009;3
9459;ford v ferrari;;;;;1950186;2019;0
9460;four christmases;;;;;0369436;2008;3
9461;minuscule : la vie privee des insectes. saison 1, dvd 3;szabo, thomas;959;;;;;
9462;irma la douce;;;;;0057187;1963;2
9463;quand on a 17 ans;techine, andre;140;;;;;
9464;stay;;;;;0371257;2005;1
9465;l hermine;vincent, christian;789;;;;;
9466;girl with the dragon tattoo, the;;;;;1568346;2011;1
9467;a bridge too far;;;;;0075784;1977;1
9468;mirrors;;;;;0790686;2008;1
9469;team america: world police;;;;;0372588;2004;2
8482;devlet aile ve ben;ozgur yildiz;;2016;long metrage;;;
9470;win win;;;;;1606392;2011;3
9471;when the clouds roll by;;;;;0010879;1919;3
9472;les garcons et guillaume, a table!;;;;;2315200;2013;1
9473;bug;;;;;0470705;2006;3
9474;dirty dancing;;;;;0092890;1987;3
8823;gc5;guillaume canet;;2016;long metrage;;;
9475;juno;reitman, jason;331;;;;;
9476;abel gance's napoleon;;;;;0018192;1927;2
9477;what about bob?;;;;;0103241;1991;2
9478;man of tai chi;;;;;2016940;2013;3
9479;le monde de narnia. chapitre 3 : l odyssee du passeur d aurore;apted, michael;676;;;;;
9480;mr. magorium's wonder emporium;;;;;0457419;2007;0
9481;jack reacher;mcquarrie, christopher;161;;;;;
9482;we have a pope;;;;;1456472;2011;1
9483;a.p.e.x.;;;;;0109144;1994;1
9484;entity, the;;;;;0082334;1982;3
9485;mammuth;delepine, benoit;767;;;;;
9486;hellraiser: inferno;;;;;0229440;2000;1
6902;osmosis;pierre aknin, philippe larue;;2018;serie tv;;;
9487;les promesses de l ombre;cronenberg, david;1232;;;;;
9488;leningrad cowboys go america;;;;;0097728;1989;0
9489;le monde perdu : jurassic park;spielberg, steven;140;;;;;
9490;blackfish;;;;;2545118;2013;3
9491;dagon;;;;;0264508;2001;3
9492;bande de filles;sciamma, celine;182;;;;;
8795;pour sarah;frederic berthe;;2019;serie tv;;;
9493;la forme de l eau;toro, guillermo del;358;;;;;
9494;x-men : apocalypse;synger, bryan;527;;;;;
9495;chair de poule : le film;letterman, rob;583;;;;;
1085;impro serie;loic armel colin;;2018;serie web;;;
9496;topper;;;;;0029682;1937;2
9497;kinky boots;;;;;0434124;2005;3
9498;les aventures du baron de munchausen;gilliam, terry;130;;;;;
9499;the other man;eyre, richard;137;;;;;
9500;daredevil;;;;;0287978;2003;0
9501;la la land;chazelle, damien;542;;;;;
9502;lethal weapon;;;;;0093409;1987;1
9503;slumdog millionaire;boyle, danny;317;;;;;
9504;50 first dates;;;;;0343660;2004;2
9505;art of racing in the rain, the;;;;;1478839;2019;2
9506;dracula has risen from the grave;;;;;0062909;1968;2
9507;le majordome;daniels, lee;1295;;;;;
9508;yona, la legende de l oiseau sans ailes;rintaro;396;;;;;
9509;cheap thrills;;;;;2389182;2013;1
9510;a mi madre le gustan las mujeres;;;;;0306432;2002;3
9511;l atelier;cantet, laurent;296;;;;;
9512;brave;;;;;1217209;2012;3
9513;when night is falling;;;;;0114916;1995;3
9514;gunslinger;;;;;0049287;1956;3
9515;romantics, the;;;;;1403988;2010;3
9516;tales of manhattan;;;;;0035415;1942;2
9517;trolls;;;;;1679335;2016;3
9518;cliffhanger;;;;;0106582;1993;1
9519;holy mountain, the;;;;;0071615;1973;1
9520;scooby-doo and the ghoul school;;;;;0189071;1988;3
9521;central intelligence;;;;;1489889;2016;2
9522;gloria bell;lelio, sebastian;68;;;;;
9523;rough aunties;;;;;1179080;2008;3
8648;can't buy me love;renaud bertrand - noemie saglio;;2018;serie tv;;;
9524;camp rock 2: the final jam;;;;;1252380;2010;3
9525;phoebe in wonderland;;;;;1034325;2008;3
6852;guepardes;doria achour / sylvain cattenoy;;2017;serie tv;;;
9526;santa who?;;;;;0251382;2000;1
7027;ni une ni deux;anne giafferi;;2018;long metrage;;;
9527;kahaani;;;;;1821480;2012;3
9528;breaking bad. saison 3, integrale;gilligan, vince;347;;;;;
9529;jason x;;;;;0211443;2001;3
9530;be somebody;;;;;5512872;2016;3
9531;everest;;;;;2719848;2015;2
9532;maniac cop;;;;;0095583;1988;3
9533;district 9;;;;;1136608;2009;1
2080;blackpills/playground;pascal sid;;2016;serie tv;;;
8033;oneline billie;lou assous;;2017;long metrage;;;
9534;anna christie;;;;;0020642;1931;3
9535;frida;;;;;0120679;2002;2
9536;smart house;;;;;0192618;1999;3
6675;paris opera saison 2 (lena reve d'etoiles) 3;matt bloom, ronan burke;;2018;serie tv;;;
9537;beautiful people;;;;;0159272;1999;1
9538;hills have eyes, the;;;;;0454841;2006;3
7327;l'etreinte;ludovic bergery;;2019;long metrage;;;
9539;a thousand words;;;;;0763831;2012;2
9540;behind the mask: the rise of leslie vernon;;;;;0437857;2006;1
9541;for me and my gal;;;;;0034746;1942;3
9542;mononoke-hime;;;;;0119698;1997;3
9543;hrutar;;;;;3296658;2015;1
9544;marva collins story, the;;;;;0082719;1981;1
9545;occupants, the;;;;;1976633;2012;0
9546;imitation game, the;;;;;2084970;2014;2
8808;blockbuster;july hygreck;;2016;long metrage;;;
9547;casino royale;;;;;0381061;2006;1
9548;ast&eacute rix et la surprise de c&eacute asar (asterix vs. caesar);;;;;0088748;1985;0
9549;i used to be darker;;;;;2147728;2013;3
9550;wing chun;;;;;0111800;1994;2
9551;les trois prochains jours;haggis, paul;326;;;;;
9552;wo shi zheng ren;;;;;4979652;2015;0
9553;uitgesproken;;;;;3348476;2013;1
9554;jean de la lune;schesch, stephan;837;;;;;
9555;five feet apart;;;;;6472976;2019;3
9556;bad mother's handbook, the;;;;;0909010;2007;3
8521;it must be heaven;elia suleiman;;2018;long metrage;;;
9557;adventureland;;;;;1091722;2009;3
9558;highlander ii;;;;;0102034;1991;1
9559;pourquoi j ai pas mange mon pere;debbouze, jamel;500;;;;;
9560;last of robin hood, the;;;;;2450440;2013;3
9561;dude, where's my car;;;;;0242423;2000;2
9562;miss pettigrew lives for a day;;;;;0970468;2008;3
9563;camino;;;;;1206285;2008;3
9564;skippy;;;;;0022397;1931;3
9565;star wars holiday special, the;;;;;0193524;1978;1
9566;patema et le monde inverse;yoshiura, yasuhiro;942;;;;;
9567;year dolly parton was my mom, the;;;;;1316624;2011;3
9568;l'hypothese du tableau vole;;;;;0077707;1979;0
9569;violine;;;;;2249628;2012;0
9570;how to steal a dog / gae-leul hoom-chi-neun wan-byeok-han bang-beob;;;;;3812402;2014;3
8663;30 jours max;tarek boudali;;2019;long metrage;;;
9571;yogi bear;;;;;1302067;2010;0
9572;sweet virginia;;;;;2582498;2017;3
9573;all about eve;;;;;0042192;1950;3
9574;shisha no teikoku (empire of corpses);;;;;4235644;2015;1
9575;after earth;;;;;1815862;2013;1
9576;mamma mia!;;;;;0795421;2008;3
9577;tadpole;;;;;0271219;2000;2
9578;sanjuro;;;;;0056443;1963;3
9579;lizzie bennet diaries, the;;;;;2392261;2012;3
8656;the eddy;damien chazelle;;2019;serie tv;;;
9580;throne of blood;;;;;0050613;1957;0
9581;suicide squad;;;;;1386697;2016;3
9582;crimson peak;;;;;2554274;2015;3
9583;chicken run;;;;;0120630;2000;3
9584;gate, the;;;;;0093075;1987;2
5629;les fantasmes;david et stephane foenkinos;;2020;long metrage;;;
9585;paddington 2;king, paul;419;;;;;
9586;l amant double;ozon, francois;221;;;;;
9587;hard eight;;;;;0119256;1996;0
9588;kissing booth, the;;;;;3799232;2018;3
9589;a walk in the woods;;;;;1178665;2015;2
9590;jazz singer, the;;;;;0018037;1927;1
9591;krull;;;;;0085811;1983;1
9592;l amour est une faete;anger, caedric;68;;;;;
9593;doubt;;;;;0918927;2008;3
9594;an american werewolf in london;;;;;0082010;1981;2
3589;chroniques parisiennes 11;zabou breitman;;2017;serie tv;;;
9595;vier gegen die bank;;;;;5173166;2016;1
9596;fashion;;;;;0964516;2008;3
9597;tango;;;;;0120274;1998;1
9598;fury;ayer, david;357;;;;;
9599;reservoir hill;;;;;2177683;2009;3
9600;terminator genisys;;;;;1340138;2015;0
9601;wetlands;;;;;2524674;2013;3
9602;imagine me &amp amp  you;;;;;0421994;2005;3
9603;shout, the;;;;;0078259;1978;0
9604;batman beyond: return of the joker;;;;;0233298;2000;3
9605;sahara;core, pierre;139;;;;;
9606;zulu;;;;;0058777;1964;0
9607;hyde park on hudson;;;;;1477855;2012;2
9608;sleuth;;;;;0069281;1972;0
9609;secretariat;;;;;1028576;2010;3
9610;fortune cookie, the;;;;;0060424;1966;1
9611;ein geschenk der gotter;;;;;3983072;2014;3
9612;natural, the;;;;;0087781;1984;1
9613;deux freres;annaud, jean-jacques;1055;;;;;
9614;once upon a time in anatolia;;;;;1827487;2011;1
9615;oklahoma!;;;;;0048445;1955;3
9616;karate kid, part ii, the;;;;;0091326;1986;1
9617;boiler room;;;;;0181984;2000;1
9618;supernova;;;;;0134983;2000;3
9619;underworld u.s.a.;;;;;0055571;1961;3
9620;28 days later...;;;;;0289043;2002;3
9621;don jon;;;;;2229499;2013;3
9622;life aquatic with steve zissou, the;;;;;0362270;2004;2
7703;l'ascension;ludovic bernard;;2016;long metrage;;;
9623;hold that ghost;;;;;0033723;1941;3
9624;exodus : gods and kings;scott, ridley;309;;;;;
9625;bull durham;;;;;0094812;1988;2
9626;last action hero;;;;;0107362;1993;1
9627;blue's big musical movie;;;;;0193019;2000;3
9628;et si on vivait tous ensemble ?;robelin, stephane;324;;;;;
9629;j.s.a.: joint security area;;;;;0260991;2000;2
9630;love like poison;;;;;1646985;2010;3
9631;oculus;;;;;2388715;2014;3
9632;bad taste;;;;;0092610;1987;0
9633;virgin spring, the;;;;;0053976;1960;3
9634;moi et mon blanc;;;;;0377094;2003;1
9635;synecdoche, new york;;;;;0383028;2008;3
7969;modern family - saison 11 - finale;jim bagdonas;;2019;serie tv;;;
9636;untouchable;;;;;1675434;2011;1
9637;popeye;;;;;0081353;1980;3
9638;island in the sun;;;;;0050549;1957;3
9639;pocahontas : une laegende indienne;gabriel, mike;273;;;;;
9640;godfather: part ii, the;;;;;0071562;1974;2
9641;adventures of priscilla, queen of the desert, the;;;;;0109045;1994;3
8770;bras ouverts;p. de chauveron;;2016;long metrage;;;
9642;young mr. lincoln;;;;;0032155;1939;2
9643;gorilla, the;;;;;0031387;1939;3
9644;kataude mashin garu;;;;;1050160;2008;3
9645;after.life;;;;;0838247;2009;1
9646;hard ticket to hawaii;;;;;0093146;1987;3
9647;family fang;;;;;2097331;2015;3
9648;mulberry street;;;;;0473514;2006;1
9649;three faces of eve;;;;;0051077;1957;0
9650;claire's knee;;;;;0065772;1970;3
9651;them!;;;;;0047573;1954;1
9652;mothra;;;;;0055198;1961;0
9653;over the hedge;;;;;0327084;2006;3
9654;crimes of fashion;;;;;0414923;2004;3
9655;oss 117 : rio ne repond plus;hazanavicius, michel;1073;;;;;
9656;tootsie;;;;;0084805;1982;1
9657;every secret thing;;;;;1706598;2014;3
9658;c.r.a.z.y.;;;;;0401085;2005;3
9659;ever after;;;;;0120631;1998;3
9660;penguins of madagascar;;;;;1911658;2014;0
9661;heartbreak hotel;;;;;0785002;2006;1
9662;minuscule : la vie privee des insectes. saison 1, dvd 1;szabo, thomas;1342;;;;;
9663;margarita with a straw;;;;;2929690;2014;3
9664;saint amour;delepine, benoait;146;;;;;
9665;it takes two;;;;;0113442;1995;1
9666;no;larrain, pablo;160;;;;;
9667;mr. peabody and sherman;;;;;0864835;2014;1
9668;back to school;;;;;0090685;1986;1
9669;mary shelley;;;;;3906082;2017;3
9670;frozen river;hunt, courtney;777;;;;;
9671;darby o'gill and the little people;;;;;0052722;1959;3
9672;dredd 3d;;;;;1343727;2012;3
9673;black beauty;;;;;0109279;1994;3
9674;a most wanted man;;;;;1972571;2014;2
9675;friday;;;;;0113118;1995;2
9676;we have always lived in the castle;;;;;5952138;2018;3
9677;g-force;;;;;0436339;2009;1
9678;king of the dancehall;;;;;5918104;2016;2
9679;how do you know;;;;;1341188;2010;3
6175;merci mais non merci - episode 1;julie oona;;2018;serie web;;;
9680;mountain between us, the;;;;;2226597;2017;3
9681;spy who dumped me, the;;;;;6663582;2018;3
9682;la passion d'augustine;;;;;4392438;2015;3
9683;cure;;;;;0123948;1997;1
7642;baron noir saison 2;ziad doueiri;;2017;serie tv;;;
9684;dylan dog: dead of night;;;;;1013860;2010;0
9685;lazarus effect, the;;;;;2918436;2015;3
7599;balthazar 23 et 24;camille delamarre et franck brett;;2020;telefilm;;;
9686;mannen som elsket yngve;;;;;1114723;2008;1
9687;la piel que habito;almodovar, pedro;372;;;;;
9688;chipmunk adventure, the;;;;;0092752;1987;3
9689;inherent vice;;;;;1791528;2014;1
9690;man in the iron mask, the;;;;;0120744;1998;1
9691;halo 4: forward unto dawn;;;;;2262308;2012;3
9692;my little pony: equestria girls - friendship games;;;;;4450396;2015;3
9693;e.t. l extra-terrestre;spielberg, steven;380;;;;;
8872;fleuve noir;erick zonca;;2016;long metrage;;;
2732;chevrotine;laetitia masson;;2020;telefilm;;;
9694;con air;;;;;0118880;1997;2
9695;die hard 2;;;;;0099423;1990;3
9696;batman: under the red hood;;;;;1569923;2010;1
9697;fast &amp  furious;;;;;1013752;2009;1
9698;loving annabelle;;;;;0323120;2006;3
9699;bliss;barrymore, drew;318;;;;;
9700;sakuya: yokaiden;;;;;0282936;2000;3
9701;hop;hill, tim;338;;;;;
9702;belle et saebastien;vanier, nicolas;255;;;;;
9703;52 tuesdays;;;;;3100636;2013;3
9704;ghost stories;;;;;5516328;2017;1
9705;bibi blocksberg : l apprentie sorciere;huntgeburth, hermine;161;;;;;
9706;while we're young;;;;;1791682;2014;3
5809;game of foire du trone;roxane delomas;;2018;serie web;;;
9707;l'age d'or;;;;;0021577;1930;0
9708;addiction, the;;;;;0112288;1995;3
9709;boogeyman;;;;;0357507;2005;2
6184;profilage episodes 101/102;alexandre laurent;;2019;serie tv;;;
9710;side effects;;;;;2053463;2013;3
9711;velvet goldmine;;;;;0120879;1998;2
9712;can you keep a secret?;;;;;8707922;2019;3
9713;money pit, the;;;;;0091541;1986;2
9714;benny &amp  joon;;;;;0106387;1993;1
9715;footloose;;;;;1068242;2011;3
9716;black water;;;;;0816436;2007;3
9717;appleseed saga: ex machina;;;;;1043842;2007;3
9718;maudie;;;;;3721954;2016;3
9719;safe;;;;;1656190;2012;1
9720;marriage story;;;;;7653254;2019;2
9721;princess twins of legendale, the;;;;;3122122;2013;3
9722;europa;;;;;0101829;1991;0
9723;riverside murder, the;;;;;0026939;1935;2
9724;hairdresser, the;;;;;1585255;2010;3
9725;lara croft tomb raider: the cradle of life;;;;;0325703;2003;3
7798;ma mere est folle;diane kurys;;2018;long metrage;;;
9726;delivery man;;;;;2387559;2013;1
9727;rear window;;;;;0047396;1954;3
9728;les deux amis;garrel, louis;377;;;;;
9729;little einsteins;;;;;0756522;2005;1
9730;taking woodstock;;;;;1127896;2009;1
9731;house of cards (us). saison 4, integrale;willimon, beau;137;;;;;
9732;lust for a vampire;;;;;0067367;1971;3
9733;rim of the world;;;;;8179388;2019;0
1965;chroniques parisiennes 7;zabou breitman;;2017;serie tv;;;
9734;seraphine;provost, martin;767;;;;;
9735;twilight : chapitre 3 : hesitation;slade, david;1217;;;;;
9736;serenity;;;;;6476140;2019;1
7569;lucia;juan pablo martinez;;2018;long metrage;;;
9737;alice et le maire;pariser, nicolas;71;;;;;
7166;le bureau des legendes saison 5;eric rochant, jacques audiard, anna novion, samuel collardey;;2019;serie tv;;;
9738;slums of beverly hills;;;;;0120831;1998;3
9739;things of life, the;;;;;0064165;1970;1
9740;rumble fish;;;;;0086216;1983;2
9741;stuart little 2;minkoff, rob;1061;;;;;
9742;hobo with a shotgun;;;;;1640459;2011;0
9743;isolation;;;;;0446719;2005;1
9744;long ships, the;;;;;0057259;1964;1
9745;undercover brother;;;;;0279493;2002;3
9746;victoria;;;;;4226388;2015;0
9747;spring;;;;;3395184;2014;0
9748;doomsday;;;;;0483607;2008;3
9749;hamlet 2;;;;;1104733;2008;3
9750;glory;;;;;0097441;1989;0
9751;eega;;;;;2258337;2012;2
9752;ammonite;;;;;7983894;2020;3
9753;mad max: fury road;;;;;1392190;2015;3
9754;lady snowblood;;;;;0158714;1973;3
9755;chi-raq;;;;;4594834;2015;3
9756;abel;;;;;1479668;2010;3
9757;dinner, the;;;;;3203620;2017;3
9758;i'll see you in my dreams;;;;;3236120;2015;3
9759;chaplin;;;;;0103939;1992;1
9760;fatal beauty;;;;;0093011;1987;2
3072;profilage episodes 99/100;jeremy minui;;2019;serie tv;;;
9761;girl vs. monster;;;;;2326087;2012;3
9762;radio days;;;;;0093818;1987;1
431;je vais mieux;jean-pierre ameris;;2017;long metrage;;;
9763;la colline aux coquelicots;miyazaki, goro;1762;;;;;
9764;a war;lindholm, tobias.;143;;;;;
9765;&quot masters of horror&quot  sounds like;;;;;0817400;2006;0
9766;excalibur;;;;;0082348;1981;1
9767;jane austen book club, the;;;;;0866437;2007;3
9768;freddy's dead: the final nightmare;;;;;0101917;1991;2
9769;haute cuisine;;;;;2094877;2013;3
9770;brothers;;;;;0765010;2009;3
9771;sadako 3d;;;;;1844025;2012;3
9772;man who laughs, the;;;;;0019130;1928;2
9773;her;jonze, spike;554;;;;;
3728;sans mensonges;francis magnin;;2017;serie tv;;;
9774;vampire academy;;;;;1686821;2014;3
9775;nachts, wenn dracula erwacht;;;;;0065569;1970;1
9776;mil gritos tiene la noche [pieces];;;;;0082748;1982;1
9777;europe '51;;;;;0043511;1952;3
9778;nadie hablara de nosotras cuando hayamos muerto;;;;;0113918;1995;3
9779;runaways, the;;;;;1017451;2010;3
2838;chroniques parisiennes 21;zabou breitman;;2017;serie tv;;;
9780;mortal instruments: city of bones, the;;;;;1538403;2013;3
9781;loss of a teardrop diamond, the;;;;;0896031;2008;3
9782;black 47;;;;;3208026;2018;1
9783;dodge city;;;;;0031235;1939;2
9784;road house;;;;;0098206;1989;1
9785;lee daniels' the butler;;;;;1327773;2013;3
9786;paprika;;;;;0851578;2006;3
9787;death race 2050;;;;;5493706;2017;3
9788;bride of frankenstein, the;;;;;0026138;1935;3
9789;servant, the;;;;;0057490;1963;3
9790;sausage party;;;;;1700841;2016;3
9791;clockwatchers;;;;;0118866;1997;3
9792;scary movie;wayans, keenen ivory;126;;;;;
9793;reservoir dogs;;;;;0105236;1992;0
9794;black hawk down;;;;;0265086;2001;0
9795;andrei rublev;;;;;0060107;1966;1
9796;cube;;;;;0123755;1997;3
9797;hannah arendt;;;;;1674773;2012;3
9798;le cochon de gaza;estibal, sylvain;951;;;;;
9799;getting any?;;;;;0110524;1994;0
9800;introducing dorothy dandridge;;;;;0172348;1999;3
9801;how about you;;;;;0887745;2007;3
9802;osmosis jones;;;;;0181739;2001;3
9803;beyond, the;;;;;5723416;2017;3
6477;sid lee - salomon;eric meng;;2018;serie web;;;
9804;vantage point;;;;;0443274;2008;3
9805;macbeth;kurzel, justin;153;;;;;
9806;lost boys, the;;;;;0093437;1987;1
9807;princesse mononokae;miyazaki, hayao;375;;;;;
9808;les cahiers d esther : histoires de mes 10 ans;varin, mathias;208;;;;;
9809;southern comfort;;;;;0083111;1981;0
8173;arsene lupin;louis leterrier;;2019;serie tv;;;
9810;tout pour etre heureux;gelblat, cyril;147;;;;;
9811;mandela : un long chemin vers la liberte;chadwick, justin;180;;;;;
9812;open road;;;;;1922679;2013;3
9813;dark water (honogurai mizu no soko kara);;;;;0308379;2002;3
9814;morgana;;;;;2318360;2012;3
9815;jane eyre;;;;;1229822;2011;3
9816;les pirates ! : bons a rien, mauvais en tout;lord, peter;1342;;;;;
9817;pennies from heaven;;;;;0082894;1981;1
9818;american beauty;;;;;0169547;1999;3
9819;rebel without a cause;;;;;0048545;1955;1
5885;un dragon en forme de nuage;sergio castellitto;;2019;long metrage;;;
9820;lone wolf and cub: baby cart at the river styx;;;;;0068816;1972;2
9821;last song, the;;;;;1294226;2010;3
9822;woman in black 2: angel of death, the;;;;;2339741;2014;3
9823;fanny, annie &amp  danny;;;;;1614338;2010;3
9824;soni;;;;;6078866;2019;3
7516;le poulain;mathieu sapin;;2017;long metrage;;;
9825;wives and daughters;;;;;0215364;1999;3
9826;9 songs;;;;;0411705;2004;0
9827;whole nine yards, the;;;;;0190138;2000;3
9828;run lola run;;;;;0130827;1998;3
9829;come dance with me!;;;;;0053428;1959;3
9830;experiment, the;;;;;0997152;2010;0
9831;how to lose a guy in 10 days;;;;;0251127;2003;3
9832;sahara;;;;;0036323;1943;0
9833;2012;;;;;1190080;2009;1
8047;ton ancien toi;jeffrey chiang;;2017;serie tv;;;
9834;point break;;;;;2058673;2015;0
1607;amanda;;;2017;long metrage;;;
9835;shrek;;;;;0126029;2001;1
9836;conversations with god;;;;;0489682;2006;1
9837;titeuf : le film;zep;405;;;;;
9838;jay and silent bob strike back;;;;;0261392;2001;3
